DOI,Journal,Year,Title,First Author,Abstract,Language,Open Access,Document Type,Keywords
10.1186/s13756-022-01122-x,ANTIMICROBIAL RESISTANCE AND INFECTION CONTROL,2022,Sepsis: emerging pathogens and antimicrobial resistance in Ethiopian referral hospitals,"Legese, MH","Background Sepsis due to multidrug resistant (MDR) bacteria is a growing public health problem mainly in low-income countries. Methods A multicenter study was conducted between October 2019 and September 2020 at four hospitals located in central (Tikur Anbessa and Yekatit 12), southern (Hawassa) and northern (Dessie) parts of Ethiopia. A total of 1416 patients clinically investigated for sepsis were enrolled. The number of patients from Tikur Anbessa, Yekatit 12, Dessie and Hawassa hospital was 501, 298, 301 and 316, respectively. At each study site, blood culture was performed from all patients and positive cultures were characterized by their colony characteristics, gram stain and conventional biochemical tests. Each bacterial species was confirmed using Matrix-Assisted Laser Desorption/Ionization Time-of-Flight Mass Spectrometry (MALDI TOF). Antimicrobial resistance pattern of bacteria was determined by disc diffusion. Logistic regression analysis was used to assess associations of dependent and independent variables. A p-value < 0.05 was considered as statistically significant. The data was analyzed using SPSS version 25. Results Among 1416 blood cultures performed, 40.6% yielded growth. Among these, 27.2%, 0.3% and 13.1%, were positive for pathogenic bacteria, yeast cells and possible contaminants respectively. Klebsiella pneumoniae (26.1%), Klebsiella variicola (18.1%) and E. coli (12.4%) were the most frequent. Most K. variicola were detected at Dessie (61%) and Hawassa (36.4%). Almost all Pantoea dispersa (95.2%) were isolated at Dessie. Rare isolates (0.5% or 0.2% each) included Leclercia adecarboxylata, Raoultella ornithinolytica, Stenotrophomonas maltophilia, Achromobacter xylosoxidans, Burkholderia cepacia, Kosakonia cowanii and Lelliottia amnigena. Enterobacteriaceae most often showed resistance to ampicillin (96.2%), ceftriaxone (78.3%), cefotaxime (78%), cefuroxime (78%) and ceftazidime (76.4%). MDR frequency of Enterobacteriaceae at Hawassa, Tikur Anbessa, Yekatit 12 and Dessie hospital was 95.1%, 93.2%, 87.3% and 67.7%, respectively. Carbapenem resistance was detected in 17.1% of K. pneumoniae (n = 111), 27.7% of E. cloacae (n = 22) and 58.8% of Acinetobacter baumannii (n = 34). Conclusion Diverse and emerging gram-negative bacterial etiologies of sepsis were identified. High multidrug resistance frequency was detected. Both on sepsis etiology types and MDR frequencies, substantial variation between hospitals was determined. Strategies to control MDR should be adapted to specific hospitals. Standard bacteriological services capable of monitoring emerging drug-resistant sepsis etiologies are essential for effective antimicrobial stewardship.",English,"gold, Green Published",Article,"Sepsis etiologies; Emerging pathogens; Multidrug resistance; Multicenter
   study; Ethiopian referral; teaching hospitals; Ethiopia"
10.1186/s13018-024-05023-0,JOURNAL OF ORTHOPAEDIC SURGERY AND RESEARCH,2024,Association of ADAMTS-5 gene polymorphisms with the susceptibility to knee osteoarthritis in a Chinese Han population,"Gao, S","BackgroundOsteoarthritis (OA) is the most prevalent type of arthritis and the main reason for progressive disability in middle-aged and older people. Studies of candidate genes may provide a novel insight and treatment strategy for knee osteoarthritis (KOA). The aim of this study was to investigate the relationship between KOA susceptibility and single-nucleotide polymorphism (SNP) of the ADAMTS-5 gene.Materials and methodsThe case group included 188 patients from Luoyang Orthopedic Hospital with clinically and radiographically diagnosed primary KOA, and the control group included 100 age-matched individuals without KOA. Fifteen ADAMTS-5 SNPs were assayed using MALDI-TOF MS. Allelic and haplotypic frequencies were compared between the groups. The relationship between genotype distribution and risk of KOA was analyzed by multivariate logistic regression.ResultsThe frequency of A allele in rs2249350 site in the KOA group was significantly lower (odds ratio [OR]: 0.761; 95% confidence interval [95% CI]: 0.612-0.947; P = 0.016), while that of C allele was higher than that in the control group (OR: 1.176; 95% CI: 1.025-1.351; P = 0.016). AA genotype and gene model, especially recessive gene model at rs2249350 locus, negatively correlated with KOA risk after adjustment for sex, body mass index, age, and occupation (AA vs. CC: OR: 0.288; 95% CI: 0.124-0.669; P = 0.004; AA vs. CA + CC: OR: 0.348; 95% CI: 0.162-0.749; P = 0.007). Meanwhile, one protective haplotype, GA (rs229054, rs2249350) (OR: 0.763; 95% CI: 0.614-0.949; P = 0.017), and one high-risk haplotype, GC (rs229054, rs2249350) (OR: 1.259; 95% CI: 1.032-1.537; P = 0.019), were found in this study.ConclusionDespite a limited sample size, our study suggests that the rs2249350 polymorphism in the ADAMTS-5 gene is one of the genetic factors influencing the risk of KOA. The A allele and AA genotype of rs2249350 may protect from KOA, whereas C allele and CC genotype increase the risk of KOA. In addition, the GA haplotype (rs229054, rs2249350) might be associated with a decreased risk of KOA, whereas the GC haplotype (rs229054, rs2249350) may be a risk factor for KOA. Additional larger-sized studies in more ethnically diverse populations are needed to confirm these findings.",English,gold,Article,"ADAMTS-5; Gene; Single nucleotide polymorphism; Association; Aggrecan;
   Knee osteoarthritis"
10.1371/journal.pone.0018682,PLOS ONE,2011,New Insights into the Lake Chad Basin Population Structure Revealed by High-Throughput Genotyping of Mitochondrial DNA Coding SNPs,"Cerezo, M","Background: Located in the Sudan belt, the Chad Basin forms a remarkable ecosystem, where several unique agricultural and pastoral techniques have been developed. Both from an archaeological and a genetic point of view, this region has been interpreted to be the center of a bidirectional corridor connecting West and East Africa, as well as a meeting point for populations coming from North Africa through the Saharan desert. Methodology/Principal Findings: Samples from twelve ethnic groups from the Chad Basin (n = 542) have been high-throughput genotyped for 230 coding region mitochondrial DNA (mtDNA) Single Nucleotide Polymorphisms (mtSNPs) using Matrix-Assisted Laser Desorption/Ionization Time-Of-Flight (MALDI-TOF) mass spectrometry. This set of mtSNPs allowed for much better phylogenetic resolution than previous studies of this geographic region, enabling new insights into its population history. Notable haplogroup (hg) heterogeneity has been observed in the Chad Basin mirroring the different demographic histories of these ethnic groups. As estimated using a Bayesian framework, nomadic populations showed negative growth which was not always correlated to their estimated effective population sizes. Nomads also showed lower diversity values than sedentary groups. Conclusions/Significance: Compared to sedentary population, nomads showed signals of stronger genetic drift occurring in their ancestral populations. These populations, however, retained more haplotype diversity in their hypervariable segments I (HVS-I), but not their mtSNPs, suggesting a more ancestral ethnogenesis. Whereas the nomadic population showed a higher Mediterranean influence signaled mainly by sub-lineages of M1, R0, U6, and U5, the other populations showed a more consistent sub-Saharan pattern. Although lifestyle may have an influence on diversity patterns and hg composition, analysis of molecular variance has not identified these differences. The present study indicates that analysis of mtSNPs at high resolution could be a fast and extensive approach for screening variation in population studies where labor-intensive techniques such as entire genome sequencing remain unfeasible.",English,"Green Published, Green Submitted, gold",Article,
10.1016/j.actatropica.2024.107393,ACTA TROPICA,2024,"Phlebotomine sand flies (Diptera: Psychodidae) of Bosnia and Herzegovina: distribution, ecology and environmental preferences","Hoxha, I","Sand flies (Diptera: Phlebotominae) are the principal vectors for the protozoan parasites Leishmania spp. and for phleboviruses. The sand fly fauna on the Balkan Peninsula, including Bosnia and Herzegovina (BIH), is diverse and the circulation of Leishmania infantum as well as phleboviruses has been proven. However, recent data on the sand fly fauna in BIH are scarce. In this study, we surveyed understudied regions in central and northeastern BIH to update the sand fly distribution and gain insights into the ecological and environmental factors shaping their appearance. CDC light trapping was conducted in 2022 and 2023 and a combination of morphological and molecular methods (cytochrome oxidase I barcoding) was performed for species identifications. We mapped the currently known distribution, modelled climatic suitability patterns and performed environmental analyses by applying machine learning methods. In addition, we analyzed blood meals by host gene sequencing and MALDI-TOF peptide mass mapping and screened for Leishmania spp. DNA and Phlebovirus RNA. Altogether, 591 sand flies of four species were trapped, predominantly Phlebotomus neglectus (97 %), but also Ph. balcanicus, Ph. mascittii, and Ph. papatasi. Records of seven sand fly species known to be endemic were plotted onto distribution maps based on 101 datapoints, identifying Ph. neglectus as the overall predominant species. The environmental analyses of sand fly species indicated variation in altitudinal, thermal, and precipitation conditions across the sand fly-positive sites. Phlebotomus simici, Phlebotomus tobbi, and Sergentomyia minuta are typically found exclusively in Mediterranean and subtropical climate zones, whereas other species typically inhabit continental regions. The Inverse Distance Weighted (IDW) interpolation of sand fly species numbers and Shannon entropy values suggested the southeastern coastal region of BIH as a primary focus for sand fly occurrence. This finding was corroborated by modeled average climatic suitability patterns for sand flies, depicting four distinct meso-regions for sand fly occurrence. The results of the ensemble method highlight the importance of annual precipitation to distinguish between positive and negative sand fly trapping sites in BIH. In total, 55 blood meals of two sand fly species, Ph. neglectus and Ph. balcanicus, , were analyzed and five host species identified. Our comprehensive assessment of ecological and environmental preferences of sand flies in BIH may support further entomological surveys and help to better understand and evaluate potential hot spots of disease transmission in the country.",English,hybrid,Article,Barcoding; Blood meal; MALDI; Environmental analyses; Balkan
10.1371/journal.pone.0147946,PLOS ONE,2016,Interactions of Environmental Factors and <i>APOA1-APOC3-APOA4-APOA5</i> Gene Cluster Gene Polymorphisms with Metabolic Syndrome,"Wu, YH","Objective The present study investigated the prevalence and risk factors for Metabolic syndrome. We evaluated the association between single nucleotide polymorphisms (SNPs) in the apolipoprotein APOA1/C3/A4/A5 gene cluster and the MetS risk and analyzed the interactions of environmental factors and APOA1/C3/A4/A5 gene cluster polymorphisms with MetS. Methods A study on the prevalence and risk factors for MetS was conducted using data from a large cross-sectional survey representative of the population of Jilin Province situated in northeastern China. A total of 16,831 participations were randomly chosen by multistage stratified cluster sampling of residents aged from 18 to 79 years in all nine administrative areas of the province. Environmental factors associated with MetS were examined using univariate and multivariate logistic regression analyses based on the weighted sample data. A subsample of 1813 survey subjects who met the criteria for MetS patients and 2037 controls from this case-control study were used to evaluate the association between SNPs and MetS risk. Genomic DNA was extracted from peripheral blood lymphocytes, and SNP genotyping was determined by MALDI-TOF-MS. The associations between SNPs and MetS were examined using a case-control study design. The interactions of environmental factors and APOA1/C3/A4/A5 gene cluster polymorphisms with MetS were assessed using multivariate logistic regression analysis. Results The overall adjusted prevalence of MetS was 32.86% in Jilin province. The prevalence of MetS in men was 36.64%, which was significantly higher than the prevalence in women (29.66%). MetS was more common in urban areas (33.86%) than in rural areas (31.80%). The prevalence of MetS significantly increased with age (OR = 8.621, 95% CI = 6.594-11.272). Mental labor (OR = 1.098, 95% CI = 1.008-1.195), current smoking (OR = 1.259, 95% CI = 1.108-1.429), excess salt intake (OR = 1.252, 95% CI = 1.149-1.363), and a fruit and dairy intake less than 2 servings a week were positively associated with MetS (P<0.05). A family history of diabetes (OR = 1.630, 95% CI = 1.484-1.791), cardiovascular disease or cerebral diseases (OR = 1.297, 95% CI = 1.211-1.389) was associated with MetS. APOA1 rs670, APOA5 rs662799 and rs651821 revealed significant differences in genotype distributions between the MetS patients and control subjects. The minor alleles of APOA1 rs670, APOA5 rs662799 and rs651821, and APOA5 rs2075291 were associated with MetS (P<0.0016). APOA1 rs5072 and APOC3 rs5128, APOA5 rs651821 and rs662799 were in strong linkage disequilibrium to each other with r(2) greater than 0.8. Five haplotypes were associated with an increased risk of MetS (OR = 1.23, 1.58, 1.80, 1.90, and 1.98). When we investigated the interactions of environmental factors and APOA1/C3/A4/A5 gene cluster gene polymorphisms, we found that APOA5 rs662799 had interactions with tobacco use and alcohol consumption (P-GE<0.05). Conclusions There was a high prevalence of MetS in the northeast of China. Male gender, increasing age, mental labor, family history of diabetes, cardiovascular disease or cerebral diseases, current smoking, excess salt intake, fruit and dairy intake less than 2 servings a week, and drinking were associated with MetS. The APOA1/C3/A4/A5 gene cluster was associated with MetS in the Han Chinese. APOA5 rs662799 had interactions with the environmental factors associated with MetS.",English,"Green Published, gold, Green Submitted",Article,
10.1016/j.procbio.2015.11.019,PROCESS BIOCHEMISTRY,2016,Unraveling the secretome of <i>Termitomyces clypeatus</i> grown on agroresidues as a potential source for bioethanol production,"Mukherjee, S","Termitomyces clypeatus MTCC 5091 is an edible mushroom and is prized for its nutritional value as well as for harboring plethora of enzymes essential for carbohydrate degradation. T. clypeatus when grown on agricultural based carbon sources efficiently induced high quantities of lignocellulolytic enzymes in the secretome. Optimization in tamarind kernal powder (TKP) media through response surface methodology enhanced the enzyme yields by several folds. Correlation between extracellular protein productions of the fungus with respect to its specific growth rate established that secreted proteins were produced most efficiently at low specific growth rates. Proteins released in the T. clypeatus secretome were quantified and identified using SDS-PAGE, 2D gel electrophoreses, zymography and matrix-assisted laser desorption mass spectrometry. 36 proteins identified from the protein spots belonged majority to""glucosyl hydrolase family, transporters, uncharacterized and hypothetical proteins. The potential synergistic interactions between the cellulases and xylanases in enzyme preparations of T. clypeatus during hydrolysis of steam pretreated bagasse (SPB) showed improved hydrolysis efficiency and enhanced rate of hydrolysis as observed in high performance liquid chromatograpy. The changes in the ultra-structure of SPB after 12h enzymatic hydrolysis were observed by scanning electron microscopy. The hydrolysates obtained produced 7.2 WI-ethanol after 6 h fermentation determined by gas chromatography. (C) 2015 Elsevier Ltd. All rights reserved.",English,,Article,"Tamarind kernel powder; 2-Deoxyglucose; Lignocellulolytic enzymes;
   Specific growth rate; Termitomyces clypeatus; MALDI TOF/TOF MS-MS;
   Response surface methodology; 2D gel electrophoresis; HPLC"
10.3168/jds.2022-22993,JOURNAL OF DAIRY SCIENCE,2023,Treatment of mild to moderate clinical bovine mastitis caused by gram-positive bacteria: A noninferiority randomized trial of local penicillin treatment alone or combined with systemic treatment,"Svennesen, L","Bovine mastitis is one of the most important diseases in modern dairy farming, as it leads to reduced welfare and milk production and increased need for antibiotic use. Clinical mastitis in Denmark is most often treated with a combination of local and systemic treatment with penicillin. The objective of this randomized clinical trial was to assess whether worse results could be expected with local intramammary treatment with penicillin compared with a combination of local and systemic treatment with penicillin in terms of the bacteriological cure of mild and moderate clinical mastitis cases caused by gram-positive bacteria. We carried out a noninferiority trial with a noninferiority margin set to a relative reduction in bacteriological cure of 15% between these 2 treatment groups to assess the effect of reducing the total antibiotic use by a factor of 16 for each treated case. Clinical mastitis cases from 12 Danish dairy farms were considered for enrollment. On farm selection of gram-positive cases was carried out by the farm personnel within the first 24 h after a clinical mastitis case was detected. A single farm used bacterial culture results from the on-farm veterinarian, whereas the other 11 farms were provided with an on-farm test to distinguish gram-positive bacteria from gram-negative or samples without bacterial growth. Cases with suspected gram-positive bacteria were allocated to a treatment group: either local or combination. Bacteriological cure was assessed based on the bacterial species identified in the milk sample from the clinical mastitis case and 2 follow-up samples collected approximately 2 and 3 wk after ended treatment. Identification of bacteria was carried out using MALDI-TOF on bacterial culture growth. Noninferiority was assessed using unadjusted cure rates and adjusted cure rates from a multivariable mixed logistic regression model. Of the 1,972 clinical mastitis cases registered, 345 (18%) met all criteria for inclusion (full data). The data set was further reduced to 265 cases for the multivariable analysis to include only complete registrations. Streptococcus uberis was the most commonly isolated pathogen. Noninferiority was demonstrated for both unadjusted and adjusted cure rates. The unadjusted cure rates were 76.8% and 83.1% for the local and combined treatments, respectively (full data). The pathogen and somatic cell count before the clinical case had an effect on the efficacy of treatment; thus efficient treatment protocols should be herd-and case-specific. The effect of pathogen and somatic cell count on treatment efficacy was similar irrespective of the treatment protocol. We conclude that bacteriological cure of local penicillin treatment for mild and moderate clinical mastitis cases was non inferior to the combination of local and systemic treatment using a 15% noninferiority margin. This suggests that a potential 16-fold reduction in antimicrobial use per mastitis treatment can be achieved with no adverse effect on cure rate.",English,"Green Published, gold",Article,"intramammary treatment; intramuscular; Key intramammary treatment;
   treatment; on-farm test; bacteriological cure"
10.3389/fgene.2019.00615,FRONTIERS IN GENETICS,2019,"The Associations of <i>PMF1</i>, <i>ICAM1</i>, <i>AGT</i>, <i>TRIM65</i>, <i>FBF1</i>, and <i>ACOX1</i> Variants With Leukoaraiosis in Chinese Population","Huang, WQ","Background: Leukoaraiosis (LA) is shown as white matter hyperintensities on T2-weighted magnetic resonance imaging brain scans. Together with candidate gene association studies (CGAS), multiple genome-wide association studies (GWAS) have reported large numbers of single nucleotide polymorphisms (SNPs) to be associated with LA in European populations. To date, no replication studies have been reported in independent Chinese samples. Methods: Here, we performed a candidate gene association study comprising 220 Chinese subjects with LA and 50 controls. Thirty-nine polymorphisms on 32 risk genes were selected from previous studies, and they were genotyped through matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS). Genetic association analysis was firstly performed in all subjects with LA. Then, the same analysis was conducted in the six random sampling cohorts of 50 LA patients, respectively. Data analyses on the associations of SNPs with LA risk were evaluated through Pearson's chi(2) and multivariate logistic regression tests. Results: We found that eight polymorphisms in six genes (PMF1, ICAM1, TRIM65, AGT, FBF1, and ACOX1) were significantly associated with LA in the genetic association tests. Except for those eight gene variants, 24 other polymorphisms were not found to be significantly associated with LA in general genetic model, dominant model, recessive model, or multiplicative model. Among those eight polymorphisms, rs2984613 in PMF1 showed significant association with LA in the cohort of 220 LA subjects, and such significant association remained in both general genetic model (OR: 0.262, 95% CI: 0.091-0.752, p(adj) = 0.030) and recessive model (OR: 0.323, 95% CI: 0.119-0.881, p(adj) = 0.038) when controlling for clinical variables. Seven other significant variants (rs5498 in ICAM1, rs699 in AGT, rs2305913 in FBF1, rs1135640 in ACOX1, and rs3760128, rs7214628, and rs7222757 in TR1M65) were identified in those six random sampling tests that were conducted in the adjusted cohorts of 50 LA patients. In addition, except for rs699 which showed detrimental effect and represented a risk variant for LA, seven other polymorphisms seemed to exert protective effects on LA and to reduce the risk of LA. It is necessary to confirm these associations in an independent cohort. Conclusions: This first replication study on multiple genes in an independent Chinese population did not replicate any risk polymorphisms for LA other than rs 699 in AGT but revealed the significantly negative associations of PMF1 , ICAM1, TRIM65, FBF1, and ACOX1 polymorphisms with LA. It not only supported the strong ethnic differences in the genetics of LA but also indicated that those six identified genes may be involved in Chinese white matter lesions. Larger scales of CGAS and GWAS are necessary to confirm and decipher those ethnic-Han specific risk genes for LA in China.",English,"Green Published, gold",Article,"association analysis; Chinese population; leukoaraiosis (LA); white
   matter lesions (WML); single nucleotide polymorphisms (SNPs)"
10.1186/s12866-024-03525-9,BMC MICROBIOLOGY,2024,"Risk factors and molecular characterization of carbapenem resistant <i>Escherichia coli</i> recovered from a tertiary hospital in Fujian, China from 2021 to 2023","Lian, SY","Background There is a serious public health concern regarding the emergence of carbapenem-resistant Escherichia coli (CREC). The purpose of this study is to identify the molecular characterization and risk factors of CREC in Fujian province, China. Methods A total of 48 CREC isolates were collected from various clinical samples. The strains were identified using matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF/MS). Susceptibility to antibiotics was determined by the standard broth microdilution method. Polymerase chain reaction (PCR) was used to screen common drug resistance genes. Multilocus sequence typing (MLST) was used to type isolates. RT-qPCR was used to detect gene expression of acrA, acrB, and tolC. Conjugation assays were used to analyze the transferability of plasmids carrying mcr-1 or blaNDM. Risk factors for CREC infection were identified by logistic regression analysis. Results 48 CREC strains were collected, with 81.25% producing carbapenemase (CP-CREC), and 18.75% were not producing carbapenemase (no-CP-CREC). They belonged to 21 sequence type (STs) and five unknown STs. Perianal swabs were the main sample type, with 25 patients found to have hematological malignancies. All isolates of CP-CREC were found to contain blaNDM (blaNDM-5 (n = 32), blaNDM-1 (n = 5), blaNDM-4 (n = 1), and blaNDM-13 (n = 1)), among which one isolate co-existence blaNDM-5 and blaOXA-48. Two blaNDM-positive strains, specifically blaNDM-5 and blaNDM-4, were found to co-habor mcr-1 with ST617. Conjugation assays confirmed that blaNDM-1, blaNDM-13, and most blaNDM-5(68.75%, 22/32) could be transferred between E. coli strains. Four of the 9 non-CP-CREC isolates had deletions in ompC and ompF with blaCTX-M production, while the other five showed high expression of acrA, acrB, and tolC. Antibiotics usage, antifungal treatment, detection of other pathogens (prior to CREC infection), and respiratory disease were identified as independent risk factors for CREC infection. The area under the receiver operating characteristic curve for the scoring system was 0.937. Youden's index, with sensitivity and specificity of 0.96 and 0.78, was maximal when 2 points were scored. Conclusions In CP-CREC, carbapenem resistance is caused primarily by multiple types of blaNDM, while non-CP-CREC is caused by loss of porin protein or high expression of efflux pumps coupled with carrying blaCTX-M. CREC isolates were highly diverse in terms of ST, with a total of 21 STs identified. Here, we first describe a clinical strain of CREC from China both mcr-1 and blaNDM -4 with ST617. An easy-to-use scoring system was developed to diagnose CREC infections.",English,gold,Article,CP-CREC; No-CP-CREC; bla(NMD); m cr-1; Efflux pumps; Risk factor
10.1186/s12941-023-00643-6,ANNALS OF CLINICAL MICROBIOLOGY AND ANTIMICROBIALS,2023,Bacterial profile of surgical site infection and antimicrobial resistance patterns in Ethiopia: a multicentre prospective cross-sectional study,"Worku, S","Background Globally, surgical site infections (SSI) are the most commonly reported healthcare-associated infections.Methods A multicentre study was conducted among patients who underwent surgical procedures at four hospitals located in Northern (Debre Tabor), Southern (Hawassa), Southwest (Jimma), and Central (Tikur Anbessa) parts of Ethiopia. A total of 752 patients clinically studied for surgical site infection were enrolled. The number of patients from Debre Tabor, Hawassa, Jimma, and Tikur Anbessa, hospitals was 172, 184, 193, and 203, respectively. At each study site, SSI discharge culture was performed from all patients, and positive cultures were characterized by colony characteristics, Gram stain, and conventional biochemical tests. Each bacterial species was confirmed using Matrix-Assisted Laser Desorption/Ionization Time-of-Flight Mass Spectrometry (MALDI TOF). An antimicrobial susceptibility test (AST) was done on Mueller-Hinton agar using the disk diffusion method. Logistic regression analysis was used to assess associations of dependent and independent variables. A p-value < 0.05 was considered statistically significant. Data were analysed using STATA 16 software.Results Among 752 wound discharge cultures performed, 65.5% yielded growth. Among these, 57.9% and 42.1% were Gram-negative and Gram-positive isolates, respectively. In this study, a total of 494 bacteria were isolated; Staphylococcus aureus (31%), Escherichia coli (20.7%), and Klebsiella pneumoniae (9.8%) were the most common. Rare isolates (0.8% each) included Raoultella ornithinolytica, Stenotrophomonas maltophilia, Alcalignes faecalis, Pantoea ecurina, Bacillus flexus, and Paenibacillus tylopili. Enterobacteriaceae showed high levels of resistance to most of the tested antibiotics but lower levels of ertapenem (32.9%), amikacin (24.3%), imipenem (20.3%), and meropenem (17.6%) resistance. Multidrug-resistant (MDR) frequency of Enterobacteriaceae at Debre Tabor, Hawassa, Jimma, and Tikur Anbessa hospitals was 84.5%, 96.5%, 97.3%, and 94%, respectively. Ages >= 61 years (AOR = 2.83, 95% CI: 1.02-7.99; P 0.046), prolonged duration of hospital stay (AOR = 4.15, 95% CI: 2.87-6.01; P 0.000), history of previous antibiotics use (AOR = 2.83, 95% CI: 1.06-2.80; P 0.028), history of smoking (AOR = 2.35, 95% CI: 1.44-3.83; P 0.001), emergency surgery (AOR = 2.65, 95% CI: 1.92-3.66; P 0.000), and duration of operation (AOR = 0.27, 95% CI: 0.181-0.392; P 0.000) were significant risk factors.Conclusion The most prevalent isolates from Gram-positive and Gram-negative bacteria across all hospitals were S. aureus and E. coli, respectively. Many newly emerging Gram-negative and Gram-positive bacteria were identified. Variation between hospitals was found for both SSI etiology type and MDR frequencies. Hence, to prevent the emergence and spread of MDR bacteria, standard bacteriological tests and their AST are indispensable for effective antimicrobial stewardship.",English,"Green Published, gold",Article,"Surgical site infections etiologies; Emerging pathogens; Multidrug
   resistance; Risk factors; Ethiopia"
10.1371/journal.pone.0277802,PLOS ONE,2022,"Respiratory microorganisms in acute pharyngitis patients: Identification, antibiotic prescription patterns and appropriateness, and antibiotic resistance in private primary care, central Malaysia","Bo, ZM","Acute pharyngitis (AP) is a common reason for private primary care consultations, thus providing an avenue for widespread antibiotic intake among the community. However, there is limited data on the antibiotic prescription appropriateness and resistance information in the Malaysian private primary care setting, therefore, this study aimed to investigate the prevalence of isolated viruses and bacteria, antibiotic resistance patterns, antibiotic prescription patterns and appropriateness by general practitioners (GPs) and factors affecting antibiotic resistance and antibiotic prescription patterns. To investigate, a cross-sectional study was conducted among 205 patients presenting with AP symptoms at private primary care clinics in central Malaysia from 3(rd) January 2016 to 30(th) November 2016. Throat swabs were collected from 205 AP patients for two purposes: (i) the detection of four common respiratory viruses associated with AP via reverse-transcription real-time PCR (qRT-PCR); and (ii) bacterial identification using matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry (MALDI-TOF MS). Bacterial isolates were then subjected to antibiotic susceptibility screening and McIsaac scoring was calculated post-prescription based on GP selection of criteria. Generalized estimating equations analysis with multiple logistic regression was conducted to identify factors associated with presence of virus and antibiotic prescription. The results showed that 95.1% (195/205) of patients had at least one of the four viruses, with rhinovirus (88.5%) being the most prevalent, followed by adenovirus (74.9%), influenza A virus (4.6%) and enterovirus (2.1%). A total of 862 non-repetitive colonies were isolated from the culture of throat swabs from 205 patients who were positive for bacteria. From a total of 22 genera, Streptococcus constitutes the most prevalent bacteria genus (40.9%), followed by Neisseria (20%), Rothia (13.0%), Staphylococcus (11%) and Klebsiella (4.9%). Only 5 patients carried group A beta-hemolytic streptococci (GABHS). We also report the presence of vancomycin-resistant S. aureus or VRSA (n = 9, 10.1%) among which one isolate is a multidrug-resistant methicillin-resistant S. aureus (MDR-MRSA), while 54.1% (n = 111) were found to carry at least one antibiotic-resistant bacteria species. Application of the McIsaac scoring system indicated that 87.8% (n = 180) of patients should not be prescribed antibiotics as the majority of AP patients in this study had viral pharyngitis. The antibiotic prescription appropriateness by applying post-prescription McIsaac scoring was able to rule out GABHS pharyngitis in this sample with a GABHS culture-positive sensitivity of 40% (n = 2/5) and specificity of 90% (180/200). In conclusion, antibiotic-resistant throat isolates and over-prescription of antibiotics were observed and McIsaac scoring system is effective in guiding GPs to determine occurrences of viral pharyngitis to reduce unnecessary antibiotic prescription.",English,"Green Published, gold",Article,
10.1007/s40262-013-0057-6,CLINICAL PHARMACOKINETICS,2013,Simultaneous Pharmacogenetics-Based Population Pharmacokinetic Analysis of Darunavir and Ritonavir in HIV-Infected Patients,"Moltó, J","Darunavir is a potent protease inhibitor of HIV. To enhance its pharmacokinetic profile, darunavir must be co-administered with ritonavir. There is wide inter-patient variability in darunavir pharmacokinetics among HIV-infected individuals, however. Darunavir is a known substrate for influx transporters, such as the 1A2 and the 1B1 members of the solute carrier organic anion transporter family (SLCO1A2, SLCO1B1), as well as for efflux transporters such as the multi-drug resistance protein 1 (MRP1). The aim of this study was to develop a semi-mechanistic population pharmacokinetic model for darunavir and ritonavir administered in HIV-infected adults. The desired model would incorporate patient characteristics and pharmacogenetic data contributing to variability in drug concentrations and also take into account the interaction between the two compounds. A population pharmacokinetic analysis was performed with 705 plasma samples from 75 Caucasian individuals receiving darunavir/ritonavir (600/100 mg twice daily) for at least 4 weeks. At least one full pharmacokinetic profile was obtained for each participant, and darunavir and ritonavir concentrations in plasma were determined by high performance liquid chromatography. Genotyping for 148 polymorphisms in genes coding for transporters or metabolizing enzymes was conducted by two methods: MALDI-TOF mass spectrometry and real-time polymerase chain reaction-based allelic discrimination. A population pharmacokinetic model was developed for darunavir and for ritonavir. The effect of single nucleotide polymorphisms on the post hoc individual pharmacokinetic parameters was first explored using graphic methods and regression analysis. Those covariates related to changes in darunavir or ritonavir pharmacokinetic parameters were then further evaluated using non-linear mixed effects modeling (NONMEM version VII). Darunavir and ritonavir pharmacokinetics were best described by a two- and one-compartment model, respectively, both with first-order absorption and elimination. The darunavir peripheral volume of distribution decreased as alpha 1-acid glycoprotein concentrations increased. Darunavir clearance was 12 % lower in patients with SLCO3A1 rs8027174 GT/TT genotypes, while homozygosity for the rs4294800 A allele was associated with 2.5-fold higher central volume of distribution. Body weight influenced ritonavir clearance. Ritonavir inhibited darunavir clearance following a maximum-effect model. A population pharmacokinetic model to simultaneously describe the pharmacokinetics of darunavir and ritonavir was developed in HIV-infected patients. The model provides better understanding of the interaction between darunavir and ritonavir and suggests an association between SLCO3A1 polymorphisms and darunavir pharmacokinetics. Bayesian estimates of individual darunavir parameters and ritonavir may be useful to predict darunavir exposure.",English,,Article,
